text,label
bagus untuk menampol sisi patriaki warga sokor yang sangat super duper kuat paling suka adegan mereka makan malem bareng kantor terus si ketuanya (yang mana cowo) bisa seenak jidat makan dimeja karyawan cewe (jiwoo) terus berantakan banget lagi makannya sumpah itu adegan,anger
lagi suka banget sama foto bang jhope yg ini tysm for ga & wish me luck,love
kebanyakan follow takut limit,fear
selamat siang sender!! kebetulan saya avail sekarang dan lagi senggang banget cause i don't have anything to do now. bisa banget nanti kuta ngobrol-ngobrol dan jika kamu butuh saran saya akan bersenang hati memberikannya. bisa banget buat cerita apapun tanpa takut saya akan melayani,neutral
"sumpah no comment. brcnd. temen gue lumayan lama paling lama itungane udah mau tiga tahun apa?so far so good galak banget tapi sumpah keren banget anaknya kreatip dan suportip, suka minum kopi sehari abis dua liter abis itu bilang gabisa tidur :v",joy
"mana pulangnya kan malem ya, eh jalannya tbtb sepi gada lampu jalan :"" agak gimana gitu",fear
"kenapa belum? sarapan dong, apa ngga biasa sarapan?",neutral
haah .. belajar chargeman a1 sekali kerja amik former kat kilang jadi worker .. dengan orang atas yang kejap okay kejap tak okay nak ikut cakap dia macam kerja tak pernah siap kimak .. semua kerja siap tapi bodoh nak memekak jugak .. baruah,anger
terserah kalian lah..apapun kata kalian pasti dibenarkan oleh yg bodoh..,anger
"ya gimana ya gw sebenernya suka ngerasa bersalah kalo dia galau, sedih, ovt dan sebagainya kalo gw tinggal karaokean terus. tapi mau gimana lagi itu kan emang hobi gw",sad
"coba denger yang good riddance, give me novacaine sama stay the night. itu juga enak",joy
"dimana tempat yang aman untuk perempuan? jadi makin takut korban kekerasan pada perempuan makin bnyk, orang tolol biadab bngt owasu",fear
gimana say yang tadi malam vcs sama tante.. puas nggak say..bugil dong say yuk vcs lagi weekend niihh yuk sange sepanjang hari,joy
ya ampun pagi pagi udah bikin emosi wkwk,anger
semangat kerkomnya ayra,joy
"semangat eventnya, cantik.",joy
org mesti kata yaka aku byk diam. ye mmgla ckp banyak dgn close ones saja. tapi banyak diam dlm kenduri or gather with families especially aunts uncles. ckp byk salah. baik diam . sengeh jee pastu aku selfie bg ada memory. so okayla. nak cakap byk pun letih,neutral
"8,5/10 enakk bgt suka rasa kuah pedesnya, apalagi kalo lagi emosi makan ini auto hilang emosi ku",joy
"mantep tri, gk kayak bank mandiri, gblk minta ampun ditanya beda orng jawabannya gakjelas dan muter muter, emang swasta didikannya beda ama didikan plat merah jikubiniu asli gedek bngt, pulsa habis bnyk cuma telp callcenter bodoh",anger
"lagunya sakusa habis diputusin atsumu habis itu misuhin lagu ""yakali ajg gue bisa benci lo. yakali ajg gue cari yang baru. gue maunya lo gak yang baru gak dengan benci lo""",anger
"hbis nntn layangan putus bareng murid2nya ya bund , jangan sedih yaa, mas aris emg gitu, suka gk tau diri, padahal udh dpetin cewek yg bak ratu",anger
baikk haurraa dirimu pa kabar ayank,neutral
suka banget tapi gak pernah nyantol :(,sad
"tidak peduli, marah, ataupun kesal ketika grup lawan memenangkan award. karena itu, netizen geram dengan tingkah ""sok hebat"" dari rae. beberapa netizen berkomentar positif maupun negatif, apa-apaan dia!? baru saja debut sudah sok-sok an",anger
"woii bodok.. klo semua komplain, beropini,berargumen,berpendapat dkk mngenai kbijakan pemerintah. buat apa pileg dlakukn?? goblok di pelihara. lu lakukan itu malah buat anggota legislatif terhormat itu makan gaji buta.. tolol. pendapatan aggota dewan itu 10x gaji umr tiap bulan",anger
"jangan lupa ngingetin ayang buat makan dan minum, takut keselek ayangnya.",fear
"suka banget sama lagu bangtan yg film out itu enak banget di telinga gue ada yg sama ga? jangan lupa streaming di semua platform musik ya termasuk yt,i vote for for at the 2022,",joy
"mak yng darah tinggi andin makk, knp mamak yng marah marah, lanjutkan makk",anger
"pacarku suka ilang ilangan tanpa kabar dan kadang ngilangnya bisa seharian gitu, nah sekarang dia juga ngilang lagi udah 2 hari. kalo aku minta putus gitu aku berlebihan kah? jujur aku udah cape banget tapi aku masih sayang",sad
kau lagi bodoh kalau percaya papagomo yang kau panggil papa bodoh tu buat video bertaraf hollywood haha,anger
kangen dan sedih+overthinking wkwk. apalagi kalo baca komen2 di buku lama,sad
"masalah yang kita hadapi akan memberikan efek dan pengalaman terus menerus, yang penting adalah bagaimana kita menghadapinya dengan tetap menggunakan pikiran jernih dan tidak emosional. karena emosional, marah dan dendam hanya akan merusak kita saja..",neutral
"gaada yang bikin gw seneng selain kabarnya jimin, sedih banget waktu berita sakitnya gw bner"" kepikiran. sampe ga tenang buat tidur juga",sad
oit gmn kabar lu wkwk,joy
"genius kang taehyun happy birthday anak lanang sehat terus jan sakit klo sakit aku marah kangen tyunn sulap, jg pengin tyunn ada konten masak trus upload di yt gitu _ __",anger
"sekarang kalau upf fee di awal aja kali ya, ngeri bgt hnr",fear
"selain kandungannya, aku suka banget sama teksturnya yang cepat meresap saat di apply ke kulit, & pastinya ngga lengket, packagingnya terlihat mewah & pemakaian serumnya gampang banget, tinggal ambil pipetnya lalu teteskan dan oleskan ke kulit wajah secara merata.",love
ngeri brodi kapal sebelah,fear
"anggap lah apa sahaja, itu semuanya kami tidak peduli, naikkan harga getah, turunkan harga makanan.. usah kata adab, siap kasih sayang kami bagi",love
"maauu, aku udh sebulan sepi banget :(( spes app prem",sad
"lucu banget jisuung twibinyaa happiest birthday sayangkuu, wishing you anything but only the best one in your life. jangan lupa mam yg enak ya hari ini",joy
"iya gue milih jalan yg gatau salah gatau bener, gimana caranya rumah tangga gue baik baik aja.. cuma itu. memang setelah mba e ini lama hubungan gue baik, bahagiaa, ribut hal kecil ya tp sampe kena pukul dan pala bocor sih gue udah biasa dan itu hal kecil buat gue.",sad
"pagi, udah 2.6jt semangat yang hari ini streaming. enjoy streamingnya, nikmatin lagunya sambil berkegiatan yaa, biar gak kerasa",joy
"kenapa sih gw malah download valorant lagi, tolol",anger
biasa di modusin kan,neutral
"mau sedih,tapi..",sad
you termasuk lagu japan album kn ya? dlu sempet kaget pas denger. kek ga ada abis2nya nemuin lagu bagus di pentagon,joy
"gue ga ngestan sn, tapi ikut sedih denise out dari grup semoga sukses terus ke depannya buat denise",sad
takut banget yatuhan sama cowo begini. padahal saya sendiri cowo,fear
"gue setiap mau nge-drive thru makanan di pake motor suka sungkan. padahlkan kan bisa ya (: soalnya gue suka ngata2in orang dalem hati, maaf bnget nii (: ""dihh aneh banget itu kan drive thru bukan ride thru"". wkwk",love
"setiap orang punya rumah , tapi tidak setiap rumah memiliki warna yang cerah sesuai keinginannya",neutral
kalian ada yang pernah pengen banget kiss pipi nya dia ga sih?? bukan yang pake perasaan tapi kaya gemes ajaa gue kalo gemes suka nyedot pipi orang yg gemesin soalnya,love
"dari yootaeyang ke inseong tiba2 satu hari ngeliat inseong ganteng banget rambut putih terus kesemsem, ngeliat foto lamanya pun kayak mikir ""inseong selama ini seganteng ini??"" terus ditambah emang dari dulu suka jokes inseong makin bucin dan sekarang menjadi bulol official",love
"barusan liat trend denise katanya keluar dari sn, ya ampun sedih banget baru bangun baca ginian",sad
pengen banget beliin layout kapel buat pcr virtual tapi masalahnya kita brdua suka layout mati lampu,fear
"lucu banget jisuung twibinyaa happiest birthday sayangkuu, wishing you anything but only the best one in your life. jangan lupa mam yg enak ya hari ini",joy
"santai buat cowok , gak ush emosi , sabar ok. biarkan mereka menilai seperti yak apa tentang cowok , kita cukup memilih mana yg lbh cocok haha",anger
"di komplek aku jg gini. kakek jual lap pel memelas cerita sedih, aku kasian dong aku beli dgn harga mahal, eh besoknya dia gt lagi ngarang bgt jd aku marahin trs kabur. ada nenek pengemis gt jg tiap hari aku kasi duit kasi makanan, ketemu di indoapril lg nuker duit 1,5jt/hari",anger
sedih betul,sad
"di sini masih enak banget sih bosnya keluargnya, ga tau gmna kalo doi beneran kerja ke tempat yg bener2 profesional. kaget sih pasti wkwk tapi bagus",fear
very kucing t__t lucu banget.. jadi jatuh hati,love
semangat,joy
kebanyakan follow takut limit,fear
"yang namanya terlanjur sayang itu ribet loh. mau cuek gak bisa, mau marah gak bisa. bisanya cuma diem. diem-diem nyesek diem-diem nangis.",sad
"yo, chiyo. adek lo tuh sukanya apa deh? she asked. well, he already knows that yuzuha had a certain feelings towards his sister. apa aja dia sih suka, asal gak lo kasih beling aja. adek gue bukan ahli debus, lo tau kan?",love
level ketika pms lu bukan nahan marah lagi atau bt tapi nahan y,neutral
"jangan khawatir kalau gavi, araujo yang dikhawatirkan pindah. dapat tawaran dari chelsea dengan gaji gede tuh",neutral
"ya namanya juga khilaf. biasa aja tho, min.",neutral
"sch! sender pernah dikasih ini sama guru sender waktu smp mak jelbb pas dikasih , sekarang sender udah sma klas 2 tpi masih suka youtube-an apa lagi ngdrakor, bener bener susah banget lepasnya",neutral
"hari ini aku libur, dan fict maitake sepi. punya masalah apa sih duniaa arghhh",sad
suka banget. bagus sama western gitu vibesnya,love
baru seminggu vegie kangen banget dah makan ayam goyeng. terakhir makan ayam di kereta beli ayam mekdi yg spicy di st gambir maem bareng ayang nyuapin ayang padahal dia gak terlalu suka ayam tapi karna w mau mekdi doi mau gak mau ikut makan. sekarang dia seneng w gak makan ayam.,love
sedih yang perform cuma 6 member doang gegara jiyoon lagi kurang sehat gws jiyoon,sad
"luka pling berat dan bikin trauma banget,benci banget tp kek ya udh,,udh terlanjur dan udh terjdi pengen putar waktu mending gk kenal dia dari awal,tp semua udh terjdi yah",sad
iye elu yang disana. kok lu ganteng banget sih? maaf gabisa ngomong langsung :( sedih deh,sad
gapapa ko nder santai aja,neutral
enak ya yang punya kapel hfft-_- chrissy kapan coba punya kapel :(,sad
gpp kalo ga aneh takut new owner,neutral
suka nih yg bikin emosi gini jadi tag aku dong kack,anger
aku suka loh ama kamu kpn bisa ketemu sayang,love
"kaito : sayang, kalau hari minggu suka nonton apa | shin: mm,aku sih sukannya nonton pokemon sama fairy tail, kalau kamu? | kaito: aku sukanya nonton foto kamu karna aku lope you",love
":( sedih banget plss¦ get well soon, dayeon!",sad
karena gue mutualan ig sama dia dan gue suka liat dia coment di postingan nya deobo. yaudah lah gue pengen kenalan tuh tapi takut banget soal nya dia kayak cuek gitu : lah kan lu mutualan sama dia kok lu mau kenalan lagi sih? dia itu temen tk gue,neutral
"iya enak banget, pas lagi mijitin sambil crita2 dan walaupun ibuk gua agak nyebelin *kadang, asik banget klo diajak deeptalk berasa seumuran..biasanya ibuk suka gini ""ehh iya tau.. ""..""trus.. trus gimana tuh.. ""..""masak sih.. tadinya bla.. bla.. ""..""saran ibuk si.. """,love
pertama kali beli kolbuk lucu bgtt tapi rada ragu buat makenya,fear
"kami respon via dm ya kak, untuk nomor internetnya yang di info via mention harap dihapus ya karena merupakan privasi pelanggan yang khawatir di salah gunakan oleh pihak yang tidak bertanggung jawab, terima kasih. - lia",neutral
"gak ngerti harus ngapain, sedih aja gitu.",sad
kan bener masih sepi,neutral
ngeri angine soalna jeng wkwk takut sakit,fear
"emotionally unstable dengerin dmnya fromis9 aja bisa nanges sampe jam 2 pagi, padahal bukan lagu sedih",sad
bucin banget. serius. lucu kalo liat/dengar mereka suka sama orang tuh.,love
biasa aja,neutral
"suka bang sama ketek bauk, aroma kringet, ketek basah. pokoknya suka aroma bauk ketek khas jantan ( tanpa rexona/parfum ) bisa bikin gairah, bisa sampe muncrat",love
"liat kok cuman takut pada ikut close juga,nanti gw sendirian:(",fear
udah gw baca panjang-panjang kirain analisisnya bakal boom. ternyta hanya hasil pikiran otak pendek. tolol,anger
"gue dicegat sama diaa firasat gue udh nggak enak nih sumpah. dia bilang ""za, gue kangen sama lu"" gue kaget dong anjritt, gue diem kek org bego sumpah trs dia langsung pergi gitu ajaa ninggalin gue yg lagi cengo.",joy
stretching biasa yg gw lakuin tuh child pose dan cobra pose dan biasa in 8 detik.,neutral
"siapa tau ada yg sayang aku, jadi ini kan h-1 karna aku ga suka coklat dan akunya lagi seneng bgt olahraga boleh request ga kalo dikasi yg berguna buat olahraga gitu. semisal sepatu / kaos juga gapapa yg ptg bisa buat olga. wkwkwk",love
nemu menfess yang gua banget. tapi ragu mau rep..,fear
"pasti guru gue dah ini, kaku banget sih gue kesel",anger
"braithwaitw ""kami akan bertemu penggemar kami lagi dan menunjukkan kepada mereka bahwa kami adalah satu tim yang bersatu. kami akan menunjukkan semangat.",joy
kamu kenapa suka banget buka kartu haha.,neutral
enak menambah tingkat kemageran,neutral
"happy birthday jie semoga sehat dan bahagia selalu ya, pokoknya apapun yang kamu semoga kan semoga tercapai, terima kasih ya jie buat apapun itu ;3 i love youu jiee __,",love
bengong bego,neutral
"bener lily. malu banget dah.. minim literasi. kirain tuh paling muda, ternyata muda dari kakak. terus kirain tuh ada n-nya, taunya dia nulis kurang huruf n, bukan ada n-nya. malu banget.",fear
cerah banget,joy
bangsat w lagi nyanyi nyanyi di dapur ternyata ada orang luar yang liat dari pintu dapur,anger
"terus yg paling aku suka chapter yg best friend to lovers troops!! sumpah itu gemesin banget, gimana ada anotasi mcnya huhu. rekomen pol ini buku!!",love
"lagunya sakusa habis diputusin atsumu habis itu misuhin lagu ""yakali ajg gue bisa benci lo. yakali ajg gue cari yang baru. gue maunya lo gak yang baru gak dengan benci lo""",anger
",,terimakasih saudaraku,sdh turut ramaikan.. selamat akhir pekan.. sehat dn bahagia..",joy
"cakep, gemoy dan suka julid pas banget jadi abang angkat, makin sayang",love
goblok mah goblok sendiri aja buibu.. tetangga di gresik kmaren gini semua. miris. punya komunitas bego nan tolol itu hal tergaenak yg pernah gua alami 3 tahunan disana.,anger
memfilter org org yg toxic yg suka ngurusin hidup orang. parah banget ngerinya,fear
"sedih, liat kamu bisa lebih bahagia dengan orang lain..",sad
belum lagi jam 9 nanti soundtrack rilis semoga banyak kabar baik ya hari ini,neutral
kabar baik bnget ya hari ini jimin udh negatif cvd trus keluar dri rumah sakit cuma tinggal masa pemulihan hbis operasi doang hbis itu jimin udh bisa beraktivitas lgi kaya biasanya,joy
hai pagi semua!! selamat berakhir pekan semangat buat hari ini,joy
satu hal yang saya benci; terlambat menyayangi seseorang.,sad
ala.. alaa.. alaa.. murung kejap hahahha,sad
"sabtu galau, 05 feb 2022 actually ngga yang galau galau banget sih tapi kayak sedih sama ngakak juga entah yang keberapa kalinya suka sama seseorang yang udah punya pacar even though blm officially liat dan denger sendiri dari orangnya or his social media hahhaha",sad
"ga, gw biasa gitu anggep aja kek me time, kan sendirian jg",neutral
" apa yang lo suka dari suju? | semuanya, persahabatan mreka, cinta kasih mereka, kebaikan mereka, kesempurnaan mereka,& kerendahan hati mreka",love
"lebih nyaman sendiri sebenernya karena ngga nyusahin orang lain. cuma kadang suka mikir masa ma sendiri terus, emang aku ngga se worth it itu tes tes nangis",sad
"fans jepang kalau bikin fanart wenzhou pasti suka ada cl nyempil, cl tuh anak wenzhou. gemes banget liatnya huhu",love
"suka banget sama chemistry younghyun, tapi adegan bdsm nya masi terlalu dasar si buat 18+ :') dialognya kurang sreg juga samaku, cuma ya secara keseluruhan bagus-bagus aja",love
"bukan cakep yg feminim tp kek ""nih cewe seems like she make rules of her life"" ya semua orang gitu kali ya tapi smth different she looks like an independent fierce woman. tapi ga bikin takut, kliatan friendly. yeu sotoy bingits",neutral
semangat yaa para pejuang keluarga.. semoga dilancarkan rezekinya yg berkah.aamiin,joy
emosi nya sampe ke kita ya nder pas nonton,neutral
buka twt sekarang rasanya ky sepi banget,sad
gue masih jengkel yaa sama temen temen sekelompok gue,anger
sedih tau gk ada yank sayank,sad
"bingung banget si, kaget..tapi mari kita hadapi dengan percaya diri dan dengan gayamu sendiri saf, semangat!",joy
jgn pergi anda kata ustadnya ya suka suka dialah stad wkwk,joy
hahhaa ngakak banget bin malu pastinya wkwk trs ketauan ga siapa yg cepirit?,joy
enak bgt lord,joy
"pinjem duit di leasing, giliran ditagih marah ke penagih bayar listrik nunggak, giliran petugas pln cabut fasilitas listrik, eh petugas pln malah dikeroyok. pesan barang cod, enggak sesuai ekspektasi, malah kurir yang disuruh bayar. wow, luar biasa!",anger
iyaa bener bingits! nanti siang ku pesan,neutral
"indahnya terbang terlalu tinggi, walau jujur ku takut jatuh terlalu jauh",fear
"cuman aku malu aja buat ngepublish ke orang lain , karena dia juga gk pernah publish aku",fear
"mungkin salahku bang terlalu memanjakannya. kan nggak salah? iya sih. tapi kelamaan kok cam manfaatin. lha kok diam? namanya sayang kok ngeluh? sikap berpura & suka bersumpah untuk membela dirinya awak tak suka, takut karma. apa dia sadar ya bang? ntahla, cuma dia yang tau :')",sad
kaget akun gua ke log out sndri,fear
legowo itu adalah semangat.,neutral
mvs udah nonton kesekian kali dan masih tetep mewek:( recommended buat yg lagi mau nonton yg sedih-sedih!!,sad
nonton drama sama mama trus ada kiss scene gue panik,fear
"itu rizki orang kenapa dia urus. coba saja, apakah dia bisa dibayar ceramah dengan bayaran sekian? harusnya malu untuk membicarakan penghasilan orang lain yang diperoleh secara sah, dan tidak diatur oleh negara.",anger
"baru saja mengirim foto jayapura, indonesia",neutral
kenapa aku marah dengan mahadir selepas batalkan projek hsr ? dengar sini,neutral
hai pagi semua!! selamat berakhir pekan semangat buat hari ini,joy
"kalo biasa dengerin apa kata pastor, jangan ngomongin al-qur'an. lompat pagar namanya. jangan jadi begolah",anger
nervous bodoh,fear
"lockey tetap semangat yaa gua baru buka twitter udh dibikin sedih, karna gua yakin sekarang lockey gak baik aja please jangan terpengaruh dengan hal negatif yg bikin kalian jadi semakin sedih, intinya keep sopport secret number dan denise apapun yg terjadi",sad
ngeri amat wkwk,fear
"lae ku sayang jangan sedih ya, bentar lagu kau menyusul junjungan mu yang kau bela mati matian kemarin sayang kamu",love
tapi dulu suka sama aoi pake banget seehhhh,love
rich itu udah lama sekali rich ngehapus sebagian memorinyaa kaah? kek dia benci sekali memori ituu dan dia gamauu inget?,anger
anjing babi bangsat abang gw kecelakaan pelakunya kabur setan,anger
"ya udah, enggak apa. gue sama sahabat gue di sma pernah suka sama laki yang sama. kita bawa fun aja, inget banget waktu tuh laki lagi main futsal di lapangan sekolah, siapa yang liat duluan, nanti kasih tau terus nonton bareng.",love
kusut je pagi-pagi gelak macam takda hari esok,sad
mampir yuk yang lagi nyari bacaan angst. dijamin nangis karena sedih banget,sad
sekarang lagi jaman yang ga suka film/drama korea juga nghype film/drama kor ya ntar review jelek halah kalau emang udah ga into mah mau sebagus apapun bakalan ga masuk -_- heran deh pada seneng banget review jelek ke sesuatu yang lg rame dikira keren banget apa ya -_-,anger
"males banget, nge-chat w kalo cuma mau nirun, huh. di sekolah aja lagaknya kayak orang pinter, tapi suka nirun aing",anger
belum ge mulai .. kepala udah nyut-nyutan gini ngeri meledak aja sih,fear
"udah ngebias dr jaman sma, mulai suka sama band, soloist, sampe sekarang aktor. baru sadar itu abisin duit banget ya. udah kaya mungkin aku skrg kalo ga terperosok dr dulu",sad
kak kaia gemes banget t____t iyah!! yang suka genitin anak orang terus kalo foto manyun2 bebek -3- beginj,love
taktau tapi kecewa dengan diri sendiri .,sad
"temenku klo ngechat pake assalamu'alaikum ke aku rasanya gimana gitu mksdnya ak gak nge judge dia terlalu baik atau apa cuma aku merasa kita tdk sedekat itu.. pdhl ak pngn di chat biasa aj kyk manggil nama org dia sm circleny ya biasa, kok sma ak pake salam",neutral
"ga biasa bgt. weekend padahal. suami bangun pagi, jogging, nawarin aku mau makan apa dan langsung dibeliin, lanjut sarapan bareng. kesambet apa dia",fear
apa kabar??,neutral
"semangat terus ya kak, aku do'ain semoga kakak baik2 aja, percaya aja sama yang di atas, minta perlindungan, dan kalo ada masalah berdoa aja minta pertunjuk untuk jalan keluarnya",joy
emosi bgt klo ada yg bilang cakep harus putih. makan taii!,anger
ayoo kyy kita semangat bareeng ;3 ramein opmemnya wixst yaa!!,joy
"akhirnya bisa ngeliat bapak anak ini satu projects lagi,, suka banget gulf kanawut",love
tetep aja namanya selingkuh kok ya tolol banget. kakean alesan,anger
takut anjir,fear
ckp macam ni pun tk rasa nk marah ke kecik hati ke hmm,anger
"dah dekat 2 tahun jadi kerajaan, baru nak cakap tak setuju. kata tak setuju dari awal. so patutnya tak payah la terlibat terus. bodoh.",anger
yah kecewa,sad
